text,sarcastic
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1
Inspired by the ‘dinner with Jay Z' guy still going strong. I choose now to believe him,1
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1
@cassieecote413 you can copy mine,1
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1
First day of school and spectrum internet has already shit itself. Amazing,1
alllllll nighter. woohoo,1
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",1
Every time I see an establishment with paper straws I turn a little bit Republican,1
Love that someone broke into my car this morning,1
I hate you so much @Eagles,1
So weird how Venmo hasn't venmoed me yet really thought I was the one,1
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,1
Joey the genius! I wish i was as brainy as him #towie,1
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,1
imagine being able to sleep haha can't relate,1
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,1
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1
Just gotta realize no ones interested in what I have to say 👌,1
nothing quite says hello 2020 like hypothermia 🥳,1
you know what's a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn't want rape accusations then DON'T RAPE. also a novel concept.,1
"our lord and savior, frank ocean, has saved us all once again.",1
i stg i probably talk to my tv more than i do to actual people whoops rip social life,1
Will pessi sign for man city,1
Life is about eating chicken finger and getting drunk,1
I'm still confused about DaBaby's point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,1
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,1
my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,1
Death by Zara fitting room,1
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1
can't wait to cop tickets to see the cracker quartet,1
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1
"employer: so what are your strengths
me: i'm smart i'm funny i'm nice i'm cool i'm creative i'm hardworking i'm made of wood i'm honest i'm fast i'm awesome i'm hot i'm chronically ill i'm little i'm in demand i'm",1
Who's ready for monsoon storms allllll weekend?!?!,1
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1
Well. That went well. #BelgianGP,1
love waking up in a panic 🥴🥴,1
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1
don't make me rewatch panic 🤨,1
pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1
"hello to all three of my followers, this is my big return to twitter",1
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,1
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,1
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,1
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",1
Mine and @livlawrencex snapchats are just stunning👌,1
They should just put a wall around the pitch to stop the ball going out,1
@32watto Neighbours,1
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1
never drinking again,1
I reckon I could have put that in the net Morelos sir,1
what a great day to be stuck inside 🙃,1
Happy birthday to me!! I'm 30! 😭,1
Every time you complain about neopronouns or xenogenders we add five more,1
naming my son onickolas in honor of my love for @NICKIMINAJ,1
"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I'm sure they'll be glad you're not bored anymore",1
@jabadgo @Nibellion Don't run it on a school-provided laptop,1
gotta love living in a country where it's easier to get an AR-15 than it is to get coronavirus testing 😍😝,1
thinking about how no one is obsessed with me 💔,1
"If the sound of the rain outside wasn't bad enough I've now got my neighbours climbing onto their roof and shouting ‘I love blowjobs', perfect background noise for me trying to study 👍🏻",1
It was the jerseys,1
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1
if jesus was resurrected again i would vote for him,1
"New levels of desperation: sleep is now truly insignificant to me. In fact, it's a downright annoyance.",1
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1
Getting a dog was single handedly the best and worst thing I've ever done..can't imagine life without her and I can't live without her.. Make sense?,1
cant wait to dance with harry styles and the delta variant at their concert in november!!,1
really honoured to have shared a coach today with a group of girls who didn't know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1
It's “let's see how many crumbs I can find in scarf” szn.,1
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",1
I've always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,1
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",1
I love when I learn about stuff I've apparently done and said from people😂,1
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1
How is it possible that Sly Stallone's ‘Cobra' is both the best and the worst movie ever made?,1
people who say that they're allergic to pineapple are pathological liars!!!!!!!,1
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",1
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1
"""Should I wear my lime green pants?"" dad its 4th of july...",1
How does one find motivation to do basically anything? Asking for a friend.,1
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,1
James Harden is allowed to travel every time he drives apparently,1
South Park being taken off Hulu is the worst thing that's happened to me personally in 2020 and like.. my dad died,1
do i like him or is his hair just curly??,1
“You're never going to have a white boyfriend are you Jess” Nah don't think so Mum,1
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,1
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1
Most people have security cameras for protection. Ours acts as a DVR,1
Is there a zombie apocalypse going on upper street,1
💫jsc bonding nights💫🥰🥳,1
tiktok's full name is tictactoetok,1
you ever completely embarrass yourself on zoom and decide to drop out of college?,1
thats it im packing my things and moving to italy see u all in a month xo,1
@kashirenaii i would never go to six flags with u,1
next person that puts beomsil on my tl has to deal w me crying on the floor,1
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,1
just met the love of my life don't text,1
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",1
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,1
Good morning September... Hello tonsillitis :(,1
Someone should've had me committed the day I decided to buy a pair of non-stretch denim jeans,1
"@KellyMartin_UK @Morrisons You're right, it's all one big conspiracy. You should boycott the NHS too, they're in on it as well",1
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1
Just saw a cop riding a segway?!! So glad my taxes paid for that.,1
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1
"""I can't wait to be a piece of shit with a bachelors degree""",1
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,1
Having morning sickness when you're not actually pregnant is all the fun,1
They really said you can't have nice weather AND no lockdown for your bday this year huh,1
“it's hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,1
Just had a flashback about a boy and nearly threw up in my mouth,1
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,1
"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",1
Wow great album from Kanye. v John Cage 4'43 vibes x,1
"Just got in, how'd Liverpool get on?",1
Actually considering applying for the undateables,1
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",1
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1
So excited to start this job!😊,1
"Maybe if we didn't comment on things that don't concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",1
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1
"I just read, ""oftenly"" and threw up in my mouth a little.",1
"I unsubscribe from being an adult, its not for me",1
i love siriusxm. siriusxm is my friend,1
"A whole 2% off for a single order, rejoice",1
Can't wait to see Ed sheeran at tramlines tomoz x,1
"@kirkkorner ""But it's a deterrent"" 🙄",1
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,1
@Torialou78 My excellent photography skills! :p lmao!!!,1
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",1
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,1
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,1
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1
Just won 3 cents on HQ words...early retirement here I come 😍,1
Schadenfreude x,1
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",1
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that's exciting !,1
I'm just living off salads and yogurt and loving it tbh,1
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,1
"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",1
Ain't never really had a daddy so I'll never really need one 🤷🏾‍♀️,1
2 minutes into the book and I already hate the main character. Lovely,1
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1
I never feel more empowered than when I'm listening to ‘this is me' from camp rock,1
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1
"don't cry because it happened, smile because it's over &lt;3",1
@rickyberwick And you said Donald trump was racist 😑,1
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they're scared ? makes sense 🥴,1
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1
I really hate the new TikTok voice over voice - she sound annoying af,1
Mad how many cars they make now without indicators 🙃,1
my car is acting up AGAIN for like the 3rd year in a row and I'm just going to drive it into the river at the point,1
My living room feels really lively now. I'm recklessly sipping tea absorbing choons #TaeSup,1
Lil Pump is the Nelson Mandela of our generation,1
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,1
Just nearly cried in the tesco express because they didn't have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1
this time tomorrow i'll be dying at school Cannot Wait!,1
rewatching degrassi for the millionth time,1
Matt Hancock is a top shagger,1
I'm gonna miss scantrons shortening my name to “Christ” after 16 years,1
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1
Don't you just love it when they dig up your road at 8:30am on a Saturday 😠,1
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,1
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,1
we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1
"It's spring, so that means it's time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",1
"Get ready for the next big horror game this season, Slender Suburban Man",1
If I were the Red Sox I would simply play the Orioles more,1
Wow... the universe gave me the task of a potty training a whole human? the audacity.,1
@Mike_Fabricant This aged well,1
tanning in this heat is an extreme sport,1
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,1
Jaegermeister did 9/11,1
"If you watch #TheCrown and don't  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1
Searching for Pokemon later because I hate myself haha !!!,1
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1
good evening sharks. hooters but for feet.,1
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,1
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1
came home to realize my family found and read my quarantine journal lmao lucky I didn't get involuntarily committed wtf,1
No longer a female as I refuse to wear heels ever again,1
I changed out of my pajamas today and I think that's really brave,1
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1
omg my ships are gonna love what taylor swift has done for them,1
Can't wait for those $2000 checks to go out immediately,1
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",1
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,1
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,1
Why are the side effects of antidepressants so ✨scary✨,1
I like making food and then not eating it to assert my dominance,1
victoria has a crush on maluma,1
if i saw a capybara in person id probably throw up,1
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",1
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1
CLB cover art makes me want to pound my knees with a hammer.,1
virgos are leos in a vest,1
it's literally so hard being this hot and sexy and beautiful everyday,1
It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,1
I just love falling up the stairs 😑,1
Is spunk a slur?,1
i have bags under my eyes because im tired of your bs:),1
I never thought I'd have a mortal enemy but it's whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they're done for the next unsuspecting person,1
i love when i respond to my professor immediately after she emailed me and i still haven't gotten a response :)) (it's been almost 4 hours) :)),1
imma still vote for vermin supreme this presidential election 😤,1
"I'm so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,1
"love island is ending, law school is starting again…summer is really over",1
"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",1
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,1
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,1
So staying up late was worth it..... 😪😩,1
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1
Bristol is absolutely littered with students!! Glad I never was one🙈,1
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",1
What happened to unbiased journalism @SkyNews?,1
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don't like getting banned #twitchtrolls",1
I've been laid off !! Nice:)),1
Lol at my life :),1
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,1
I'm in Canada so like Happy 4rth?,1
Anyone else wanna ruin me day x,1
"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",1
@devisridhar Do you know of any good chippies in the Crewe area?,1
i love 6 hour panic attacks,1
"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",1
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,1
The numbers talking to me!,1
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1
Ayeee it's officially “I'm not even your girl” season 😛,1
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1
@c_j_mcburney Suspect there's still room for you in the ground,1
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn't I have picked knitting? Yarn is light 🥲",1
"these two girls are on the beach in lawn chairs, i love shoobies",1
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1
I do love it when my mum makes me spend my savings on beer 😒,1
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student's education that's bound by legal timelines and took coordination of 6 different schedules and you're the only one who can run it,1
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,1
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don't get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,1
“I don't really like partying” Oh is that why you've gone to parties twice in the last week? Because you just can't stand it? Makes complete sense.,1
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,1
"Yeah I'm following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1
"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",1
"My poo is green, how festive.",1
turning 22 next week so naturally I increased my tinder age range up to 60,1
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,1
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",1
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1
is this an earthquake because i am shook right now,1
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,1
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
"Going to M&amp;S food will be the highlight of my day later, can't wait👌🏻😅",1
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,1
"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",1
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",1
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1
Can cats wear nail polish,1
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1
@mcfcok82 Thank you for your well balanced and thoughtful input,1
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1
watching tik toks at full volume in the middle of the airport should be a federal offense,1
i'm gonna get a boob job so i call myself a customizable doll,1
Friendly reminder you're not vegan if you swallow cum,1
what i love about mine and summers work schedules is that she will finish at 8pm and then i'll start work at 9pm and then when i get home at 7am she'll start work at 8am ❤️,1
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1
‘It's only a game' 🥴🥴,1
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn't been updated since 1995 . Thrilling ❤️,1
"Oh good, it's time for the bi-monthly random power outage.",1
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",1
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I'll feel something,1
"@adi_jord agreed, this is ridiculous, gotta cop a pair",1
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn't that good anymore,1
can't wait til a bunch of pudgy suburban dads save the day with their firearms,1
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,1
. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It's not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,1
"just booked to see David Gray too,,, am i 40",1
I may look happy on the outside bit on the inside I'm dying #painful #sad,1
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",1
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1
i'm sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,1
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,1
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",1
6 more hours and then a whoppingly massive 2days off work! wowzers!,1
me not turning up to work is a feminist movement actually,1
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1
ik the republicans r like tryna say they won but idk why they don't just settle this w an instagram poll??,1
"@banalincolnlogs red among us guy, hes hot dont come for me",1
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1
hey guys! i'm so happy to announce that i'm officially brain dead ☺️,1
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1
"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",1
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,1
"it's amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1
When I grow up I wanna be a sociopath,1
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",1
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
jack antonoff once ur done with clairo i'm right here sweetie,1
Why am I not famous yet cos I'm actually fucking hilarious,1
My life has gone from ‘drive it like you stole it' to ‘drive it like your toddler needs the toilet'.,1
"Don't keep up with the Joneses, the Joneses are broke!",1
"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",1
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1
"@Showmasters are basically thieves, quoting it's in the small print so you can't have a refund.
Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",1
it's so rude that i'm not at the beach right now,1
Sleep? What's that... I've never heard of it?,1
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1
Love it when I forget to transfer my rent money over from my savings 🥴,1
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I'm sure @sajidjavid is overjoyed that you “quite like him”,1
"""friends""",1
love how badly i embarrass myself on nights out how iconic X,1
breaking my strict buying hiatus to get lisa's album? it's much more likely than you'd think,1
"It was almost 70 degrees today but no, global warming doesn't exist 😒",1
